Date,Ticker,Env_Score,Soc_Score,ESG_Score,Entreprise,Yahoo_Ticker,Return,Year,Env_Var,Soc_Var,ESG_Var,Return_Var,Cluster_KMeans_Var
2025-12-31,9984 JP Equity,6.61,1.99,3.92,SoftBank,9984.T,0.0460624071322437,2025,0.0,0.0,0.0,0.6530662228788757,0
2025-12-31,ENR GR Equity,3.82,2.72,4.03,Siemens Energy,ENR.DE,0.0442324227158235,2025,0.0,0.0,0.0,-3.400788855522433,0
2025-12-31,6857 JP Equity,7.28,6.52,7.07,Advantest,6857.T,-0.0456865127582016,2025,0.0,0.0,0.0,-1.3929608752284512,0
2025-12-31,2383 TT Equity,4.41,3.46,4.19,Elite Material,2383.TW,0.0786885245901638,2025,0.0,0.0,0.0,-0.7534075220959046,0
2025-12-31,TSEM IT Equity,2.98,3.26,3.99,Tower Semiconductor,TSEM,0.0861159699013294,2025,0.0,0.0,0.0,-0.07336796837846404,0
2025-12-31,GOOGL US Equity,5.21,2.56,4.26,Alphabet (Google),GOOGL,-0.0217854417823897,2025,0.0,0.0,0.0,-1.178959372625152,0
2025-12-31,TSM US Equity,4.57,6.31,5.48,TSMC,TSM,0.0452828231869855,2025,0.0,0.0,0.0,-0.3786251711616587,0
2025-12-31,TSLA US Equity,4.62,5.05,5.01,Tesla,TSLA,0.0454471190057812,2025,0.0,0.0,0.0,-0.7326767259645212,0
2025-12-31,LITE US Equity,1.0,3.98,3.73,Lumentum,LITE,0.1335649901176394,2025,0.0,0.0,0.0,-4.846400966879624,0
2025-12-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.0195668819448229,2025,0.0,0.0,0.0,-0.03640704112876836,0
2026-01-31,LITE US Equity,1.0,3.98,3.73,Lumentum,LITE,0.034862601348887,2026,0.0,0.0,0.0,-0.7389839858620044,0
2026-01-31,CRDO US Equity,1.0,1.37,2.15,CREDO Technology,CRDO,-0.1002154300515112,2026,0.0,0.0,0.0,-0.47201846799119096,0
2026-01-31,ENR GR Equity,3.82,2.72,4.03,Siemens Energy,ENR.DE,0.188538241610882,2026,0.0,0.0,0.0,3.2624443798199465,0
2026-01-31,GOOGL US Equity,5.21,2.56,4.26,Alphabet (Google),GOOGL,0.0806709265175718,2026,0.0,0.0,0.0,-4.702974092670559,0
2026-01-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,0.4497605373718227,2026,0.0,0.0,0.0,3.5378012434988406,0
2026-01-31,CLS CN Equity,5.58,6.22,6.12,Celestica,CLS,0.0148506981021516,2026,0.0,0.0,0.0,-1.1048099809143206,0
2026-01-31,TSLA US Equity,4.62,5.05,5.01,Tesla,TSLA,-0.0737347762432204,2026,0.0,0.0,0.0,-2.62243015302776,0
2026-01-31,AVGO US Equity,4.96,2.57,4.82,Broadcom,AVGO,-0.0444091154179017,2026,0.0,0.0,0.0,-0.681569299922484,0
2026-01-31,MPWR US Equity,4.95,2.49,4.49,Monolithic Power Systems,MPWR,0.3053864287214065,2026,0.0,0.0,0.0,-14.97889347513667,0
2026-01-31,AMZN US Equity,4.24,2.99,4.36,Amazon,AMZN,0.0472662163466433,2026,0.0,0.0,0.0,-5.593106278399227,0
2026-01-31,MSFT US Equity,5.62,3.03,5.12,Microsoft,MSFT,-0.103635076347583,2026,0.0,0.0,0.0,5.077402372036586,0
2026-01-31,FN US Equity,4.2,0.88,2.8,Fabrinet,FN,0.0900105673348363,2026,0.0,0.0,0.0,-11.012519656094346,0
2026-01-31,AMD US Equity,7.17,5.58,6.85,AMD,AMD,0.1775307637445591,2026,0.0,0.0,0.0,-12.459442959926745,0
2026-01-31,MU US Equity,3.98,6.06,5.63,Micron Technology,MU,0.5268911494106006,2026,0.0,0.0,0.0,1.540492411103385,0
2026-01-31,9984 JP Equity,6.61,1.99,3.92,SoftBank,9984.T,-0.0306818181818181,2026,0.0,0.0,0.0,-1.6660923753665668,0
2026-01-31,NVDA US Equity,7.13,6.54,6.81,NVIDIA,NVDA,0.0322251716184232,2026,0.0,0.0,0.0,-0.40024990695227747,0
2026-01-31,6857 JP Equity,7.28,6.52,7.07,Advantest,6857.T,0.367965367965368,2026,0.0,0.0,0.0,-9.054135580731344,0
2026-01-31,2383 TT Equity,4.41,3.46,4.19,Elite Material,2383.TW,0.0881458966565349,2026,0.0,0.0,0.0,0.12018743667679943,0
2026-01-31,TSEM IT Equity,2.98,3.26,3.99,Tower Semiconductor,TSEM,0.1472492660070119,2026,0.0,0.0,0.0,0.7098949959656526,0
2026-01-31,000660 KS Equity,4.41,3.29,4.66,SK Hynix,000660.KS,0.3225806451612902,2026,0.0,0.0,0.0,0.4129565449213535,0
2026-01-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.118498943357391,2026,0.0,0.0,0.0,5.056097424799153,0
2026-01-31,TSM US Equity,4.57,6.31,5.48,TSMC,TSM,0.1173449979453433,2026,0.0,0.0,0.0,1.5913799027236624,0
