Date,NVDA US Equity,AVGO US Equity,TSM US Equity,GOOGL US Equity,000660 KS Equity,LRCX US Equity,6857 JP Equity,TSEM IT Equity,MSFT US Equity,LITE US Equity,AMD US Equity,FN US Equity,SNOW US Equity,MU US Equity,TSLA US Equity,9984 JP Equity,CRDO US Equity,ENR GR Equity,MPWR US Equity,2383 TT Equity,CLS CN Equity,META US Equity,AMZN US Equity
2021-11-30,6.55,4.4,3.92,5.2,4.08,4.94,6.78,2.4,6.28,1.0,6.72,2.76,0.0,4.47,2.67,3.21,,4.52,2.67,,4.35,7.35,3.6
2021-12-31,6.55,4.4,4.4,5.2,4.65,4.94,6.78,1.26,6.28,1.0,7.09,2.76,0.0,4.47,5.62,3.21,,4.52,3.56,5.09,4.75,7.61,3.79
2022-01-31,6.45,4.4,4.4,5.2,4.65,4.94,6.78,1.26,6.28,1.0,7.09,2.76,0.0,4.47,5.62,3.21,,4.52,3.56,5.09,4.75,7.61,3.79
2022-02-28,6.45,4.4,4.4,5.2,4.65,4.94,6.78,1.26,6.28,1.0,7.09,2.76,0.0,4.47,5.62,3.21,,4.52,3.56,5.09,4.75,7.61,3.79
2022-03-31,6.45,4.4,4.4,5.2,4.65,4.94,6.85,1.26,6.28,1.0,7.09,2.76,0.0,4.47,5.62,3.81,,4.52,3.56,5.09,4.75,7.61,3.79
2022-04-29,6.45,4.4,4.4,5.2,4.65,4.94,6.85,1.26,6.28,1.0,7.09,2.76,0.0,4.47,5.62,3.81,0.0,4.52,3.56,5.09,4.75,7.61,3.79
2022-05-31,6.45,4.4,4.4,5.2,4.65,4.94,6.85,1.26,6.28,1.0,7.09,2.76,0.0,4.47,5.62,3.81,0.0,4.52,3.56,5.09,4.75,7.61,3.79
2022-06-30,6.45,4.4,4.4,5.2,4.65,5.22,6.85,1.26,6.1,1.0,7.09,3.41,0.0,4.47,5.62,3.81,0.0,4.52,3.56,5.09,4.75,7.61,3.79
2022-07-29,6.45,4.4,4.4,5.2,4.65,5.22,6.85,1.26,6.1,1.0,7.09,3.41,0.0,4.47,5.62,3.81,0.0,4.52,3.56,5.09,4.75,7.61,3.79
2022-08-31,6.45,4.4,4.4,5.2,4.65,5.22,6.85,1.26,6.1,1.0,7.09,3.41,0.0,4.47,5.62,3.81,0.0,4.52,3.56,5.09,4.75,7.61,3.79
