Date,NVDA US Equity,AVGO US Equity,TSM US Equity,GOOGL US Equity,000660 KS Equity,LRCX US Equity,6857 JP Equity,TSEM IT Equity,MSFT US Equity,LITE US Equity,AMD US Equity,FN US Equity,SNOW US Equity,MU US Equity,TSLA US Equity,9984 JP Equity,CRDO US Equity,ENR GR Equity,MPWR US Equity,2383 TT Equity,CLS CN Equity,META US Equity,AMZN US Equity
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,
2016-12-30,,,-0.11999999999999966,-0.2799999999999998,-0.3500000000000001,,,0.20999999999999996,,,0.6800000000000006,,,,0.03000000000000025,,,,-0.050000000000000044,,0.17999999999999972,0.40000000000000036,0.53
2017-01-31,0.10999999999999943,,-0.11999999999999966,-0.2799999999999998,-0.3500000000000001,,,0.20999999999999996,,,0.6800000000000006,,,,0.03000000000000025,,,,-0.050000000000000044,,0.17999999999999972,0.40000000000000036,0.53
2017-02-28,0.10999999999999943,,-0.11999999999999966,-0.2799999999999998,-0.3500000000000001,,,0.20999999999999996,,,0.6800000000000006,,,,0.03000000000000025,,,,-0.050000000000000044,,0.17999999999999972,0.40000000000000036,0.53
2017-03-31,0.10999999999999943,,-0.11999999999999966,-0.2799999999999998,-0.3500000000000001,,1.0099999999999998,0.20999999999999996,,,0.6800000000000006,,,,0.03000000000000025,0.1299999999999999,,,-0.050000000000000044,,0.17999999999999972,0.40000000000000036,0.53
2017-04-28,0.10999999999999943,,-0.11999999999999966,-0.2799999999999998,-0.3500000000000001,,1.0099999999999998,0.20999999999999996,,,0.6800000000000006,,,,0.03000000000000025,0.1299999999999999,,,-0.050000000000000044,,0.17999999999999972,0.40000000000000036,0.53
2017-05-31,0.10999999999999943,,-0.11999999999999966,-0.2799999999999998,-0.3500000000000001,,1.0099999999999998,0.20999999999999996,,,0.6800000000000006,,,,0.03000000000000025,0.1299999999999999,,,-0.050000000000000044,,0.17999999999999972,0.40000000000000036,0.53
2017-06-30,0.10999999999999943,,-0.11999999999999966,-0.2799999999999998,-0.3500000000000001,0.3899999999999997,1.0099999999999998,0.20999999999999996,0.0600000000000005,,0.6800000000000006,,,,0.03000000000000025,0.1299999999999999,,,-0.050000000000000044,,0.17999999999999972,0.40000000000000036,0.53
2017-07-31,0.10999999999999943,,-0.11999999999999966,-0.2799999999999998,-0.3500000000000001,0.3899999999999997,1.0099999999999998,0.20999999999999996,0.0600000000000005,0.10000000000000009,0.6800000000000006,,,,0.03000000000000025,0.1299999999999999,,,-0.050000000000000044,,0.17999999999999972,0.40000000000000036,0.53
2017-08-31,0.10999999999999943,,-0.11999999999999966,-0.2799999999999998,-0.3500000000000001,0.3899999999999997,1.0099999999999998,0.20999999999999996,0.0600000000000005,0.10000000000000009,0.6800000000000006,,,,0.03000000000000025,0.1299999999999999,,,-0.050000000000000044,,0.17999999999999972,0.40000000000000036,0.53
2017-09-29,0.10999999999999943,,-0.11999999999999966,-0.2799999999999998,-0.3500000000000001,0.3899999999999997,1.0099999999999998,0.20999999999999996,0.0600000000000005,0.10000000000000009,0.6800000000000006,,,0.43999999999999995,0.03000000000000025,0.1299999999999999,,,-0.050000000000000044,,0.17999999999999972,0.40000000000000036,0.53
2017-10-31,0.10999999999999943,-0.21999999999999997,-0.11999999999999966,-0.2799999999999998,-0.3500000000000001,0.3899999999999997,1.0099999999999998,0.20999999999999996,0.0600000000000005,0.10000000000000009,0.6800000000000006,,,0.43999999999999995,0.03000000000000025,0.1299999999999999,,,-0.050000000000000044,,0.17999999999999972,0.40000000000000036,0.53
2017-11-30,0.10999999999999943,-0.21999999999999997,-0.11999999999999966,-0.2799999999999998,-0.3500000000000001,0.3899999999999997,1.0099999999999998,0.20999999999999996,0.0600000000000005,0.10000000000000009,0.6800000000000006,,,0.43999999999999995,0.03000000000000025,0.1299999999999999,,,-0.050000000000000044,,0.17999999999999972,0.40000000000000036,0.53
2017-12-29,0.10999999999999943,-0.21999999999999997,-0.06000000000000005,0.20999999999999996,0.56,0.3899999999999997,1.0099999999999998,-0.029999999999999805,0.0600000000000005,0.10000000000000009,0.17999999999999972,,,0.43999999999999995,0.2999999999999998,0.1299999999999999,,,0.7400000000000002,,0.1200000000000001,0.7799999999999998,0.040000000000000036
2018-01-31,0.7400000000000002,-0.21999999999999997,-0.06000000000000005,0.20999999999999996,0.56,0.3899999999999997,1.0099999999999998,-0.029999999999999805,0.0600000000000005,0.10000000000000009,0.17999999999999972,,,0.43999999999999995,0.2999999999999998,0.1299999999999999,,,0.7400000000000002,,0.1200000000000001,0.7799999999999998,0.040000000000000036
2018-02-28,0.7400000000000002,-0.21999999999999997,-0.06000000000000005,0.20999999999999996,0.56,0.3899999999999997,1.0099999999999998,-0.029999999999999805,0.0600000000000005,0.10000000000000009,0.17999999999999972,,,0.43999999999999995,0.2999999999999998,0.1299999999999999,,,0.7400000000000002,,0.1200000000000001,0.7799999999999998,0.040000000000000036
2018-03-30,0.7400000000000002,-0.21999999999999997,-0.06000000000000005,0.20999999999999996,0.56,0.3899999999999997,0.08999999999999986,-0.029999999999999805,0.0600000000000005,0.10000000000000009,0.17999999999999972,,,0.43999999999999995,0.2999999999999998,-0.009999999999999787,,,0.7400000000000002,,0.1200000000000001,0.7799999999999998,0.040000000000000036
2018-04-30,0.7400000000000002,-0.21999999999999997,-0.06000000000000005,0.20999999999999996,0.56,0.3899999999999997,0.08999999999999986,-0.029999999999999805,0.0600000000000005,0.10000000000000009,0.17999999999999972,,,0.43999999999999995,0.2999999999999998,-0.009999999999999787,,,0.7400000000000002,,0.1200000000000001,0.7799999999999998,0.040000000000000036
2018-05-31,0.7400000000000002,-0.21999999999999997,-0.06000000000000005,0.20999999999999996,0.56,0.3899999999999997,0.08999999999999986,-0.029999999999999805,0.0600000000000005,0.10000000000000009,0.17999999999999972,,,0.43999999999999995,0.2999999999999998,-0.009999999999999787,,,0.7400000000000002,,0.1200000000000001,0.7799999999999998,0.040000000000000036
2018-06-29,0.7400000000000002,-0.21999999999999997,-0.06000000000000005,0.20999999999999996,0.56,0.5900000000000007,0.08999999999999986,-0.029999999999999805,-0.040000000000000036,0.17999999999999994,0.17999999999999972,,,0.43999999999999995,0.2999999999999998,-0.009999999999999787,,,0.7400000000000002,,0.1200000000000001,0.7799999999999998,0.040000000000000036
2018-07-31,0.7400000000000002,-0.21999999999999997,-0.06000000000000005,0.20999999999999996,0.56,0.5900000000000007,0.08999999999999986,-0.029999999999999805,-0.040000000000000036,0.07999999999999985,0.17999999999999972,,,0.43999999999999995,0.2999999999999998,-0.009999999999999787,,,0.7400000000000002,,0.1200000000000001,0.7799999999999998,0.040000000000000036
2018-08-31,0.7400000000000002,-0.21999999999999997,-0.06000000000000005,0.20999999999999996,0.56,0.5900000000000007,0.08999999999999986,-0.029999999999999805,-0.040000000000000036,0.07999999999999985,0.17999999999999972,,,0.4399999999999995,0.2999999999999998,-0.009999999999999787,,,0.7400000000000002,,0.1200000000000001,0.7799999999999998,0.040000000000000036
2018-09-28,0.7400000000000002,-0.21999999999999997,-0.06000000000000005,0.20999999999999996,0.56,0.5900000000000007,0.08999999999999986,-0.029999999999999805,-0.040000000000000036,0.07999999999999985,0.17999999999999972,,,0.4399999999999995,0.2999999999999998,-0.009999999999999787,,,0.7400000000000002,,0.1200000000000001,0.7799999999999998,0.040000000000000036
2018-10-31,0.7400000000000002,0.0,-0.06000000000000005,0.20999999999999996,0.56,0.5900000000000007,0.08999999999999986,-0.029999999999999805,-0.040000000000000036,0.07999999999999985,0.17999999999999972,,,0.4399999999999995,0.2999999999999998,-0.009999999999999787,,,0.7400000000000002,,0.1200000000000001,0.7799999999999998,0.040000000000000036
2018-11-30,0.7400000000000002,0.3500000000000001,-0.06000000000000005,0.20999999999999996,0.56,0.5900000000000007,0.08999999999999986,-0.029999999999999805,-0.040000000000000036,0.07999999999999985,0.17999999999999972,,,0.4399999999999995,0.2999999999999998,-0.009999999999999787,,,0.7400000000000002,,0.1200000000000001,0.7799999999999998,0.040000000000000036
2018-12-31,0.7400000000000002,0.3500000000000001,0.3200000000000003,0.3900000000000001,-0.13000000000000034,0.5900000000000007,0.08999999999999986,1.0099999999999998,-0.040000000000000036,0.07999999999999985,0.27000000000000046,,,0.4399999999999995,-0.11999999999999966,-0.009999999999999787,,,0.13999999999999968,,0.33000000000000007,0.040000000000000036,1.3900000000000001
2019-01-31,-0.04999999999999982,0.3500000000000001,0.3200000000000003,0.3900000000000001,-0.13000000000000034,0.5900000000000007,0.08999999999999986,1.0099999999999998,-0.040000000000000036,0.07999999999999985,0.27000000000000046,,,0.4399999999999995,-0.11999999999999966,-0.009999999999999787,,,0.13999999999999968,,0.33000000000000007,0.040000000000000036,1.3900000000000001
2019-02-28,-0.04999999999999982,0.3500000000000001,0.3200000000000003,0.3900000000000001,-0.13000000000000034,0.5900000000000007,0.08999999999999986,1.0099999999999998,-0.040000000000000036,0.07999999999999985,0.27000000000000046,,,0.4399999999999995,-0.11999999999999966,-0.009999999999999787,,,0.13999999999999968,,0.33000000000000007,0.040000000000000036,1.3900000000000001
2019-03-29,-0.04999999999999982,0.3500000000000001,0.3200000000000003,0.3900000000000001,-0.13000000000000034,0.5900000000000007,0.20000000000000018,1.0099999999999998,-0.040000000000000036,0.07999999999999985,0.27000000000000046,,,0.4399999999999995,-0.11999999999999966,0.1499999999999999,,,0.13999999999999968,,0.33000000000000007,0.040000000000000036,1.3900000000000001
