Yahoo_Ticker,Year,Date,Ticker,Env_Score,Soc_Score,ESG_Score,Entreprise,Return,Env_Var,Soc_Var,ESG_Var,Return_Var,Cluster_KMeans_Var
6857.T,2025,2025-12-31,6857 JP Equity,7.28,6.52,7.07,Advantest,1.144946559399994,0.0,0.0,0.0,0.23398850351424283,0
MU,2025,2025-12-31,MU US Equity,3.98,6.06,5.63,Micron Technology,2.4023926906318933,0.0,0.0,0.0,-250.87767258944675,0
AMZN,2025,2025-12-31,AMZN US Equity,4.24,2.99,4.36,Amazon,0.0520990380891064,0.0,0.0,0.0,-0.8826400543720108,0
MSFT,2025,2025-12-31,MSFT US Equity,5.62,3.03,5.12,Microsoft,0.1558423674810942,0.0,0.0,0.0,0.20552682068798256,0
TSLA,2026,2026-12-31,TSLA US Equity,4.62,5.05,5.01,Tesla,-0.0737347762432204,0.0,0.0,0.0,-1.64902023973394,0
LITE,2026,2026-12-31,LITE US Equity,1.0,3.98,3.73,Lumentum,0.034862601348887,0.0,0.0,0.0,-0.9897178355708173,0
NVDA,2026,2026-12-31,NVDA US Equity,7.13,6.54,6.81,NVIDIA,0.0322251716184232,0.0,0.0,0.0,-0.9171941308102088,0
MU,2026,2026-12-31,MU US Equity,3.98,6.06,5.63,Micron Technology,0.5268911494106006,0.0,0.0,0.0,-0.7806806724540882,0
MSFT,2026,2026-12-31,MSFT US Equity,5.62,3.03,5.12,Microsoft,-0.103635076347583,0.0,0.0,0.0,-1.664999370983987,0
MPWR,2026,2026-12-31,MPWR US Equity,4.95,2.49,4.49,Monolithic Power Systems,0.3053864287214065,0.0,0.0,0.0,-0.43914815726762946,0
META,2026,2026-12-31,META US Equity,7.31,2.03,4.23,Meta Platforms,0.118498943357391,0.0,0.0,0.0,-0.09495159428110034,0
LRCX,2026,2026-12-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,0.4497605373718227,0.0,0.0,0.0,-0.676810954790153,0
GOOGL,2026,2026-12-31,GOOGL US Equity,5.21,2.56,4.26,Alphabet (Google),0.0806709265175718,0.0,0.0,0.0,-0.8777594099391925,0
CLS,2026,2026-12-31,CLS CN Equity,5.58,6.22,6.12,Celestica,0.0148506981021516,0.0,0.0,0.0,-0.9932579823939582,0
AVGO,2026,2026-12-31,AVGO US Equity,4.96,2.57,4.82,Broadcom,-0.0444091154179017,0.0,0.0,0.0,-1.0877078997066798,0
AMZN,2026,2026-12-31,AMZN US Equity,4.24,2.99,4.36,Amazon,0.0472662163466433,0.0,0.0,0.0,-0.09276220674549496,0
AMD,2026,2026-12-31,AMD US Equity,7.17,5.58,6.85,AMD,0.1775307637445591,0.0,0.0,0.0,-0.7703337208477853,0
9984.T,2026,2026-12-31,9984 JP Equity,6.61,1.99,3.92,SoftBank,-0.0306818181818181,0.0,0.0,0.0,-1.0332168314599999,0
6857.T,2026,2026-12-31,6857 JP Equity,7.28,6.52,7.07,Advantest,0.367965367965368,0.0,0.0,0.0,-0.678617866533265,0
