Date,Ticker,Env_Score,Soc_Score,ESG_Score,Entreprise,Yahoo_Ticker,Return,ESG_Quartile,Cluster_KMeans,Cluster_DBSCAN,Year,Period
2019-09-30,LRCX US Equity,5.4,4.94,5.96,Lam Research,LRCX,0.1033730348851091,Q4,0,1,2019,pre2020
2019-10-31,LRCX US Equity,5.4,4.94,5.96,Lam Research,LRCX,0.1727748337046284,Q4,0,1,2019,pre2020
2019-11-30,LRCX US Equity,5.4,4.94,5.96,Lam Research,LRCX,-0.0155329167732648,Q4,0,1,2019,pre2020
2019-12-31,LRCX US Equity,5.4,4.94,5.96,Lam Research,LRCX,0.1005508568657655,Q4,0,1,2019,pre2020
2020-01-31,LRCX US Equity,5.4,4.94,5.96,Lam Research,LRCX,0.0198700154359383,Q4,0,1,2020,post2020
2020-02-29,LRCX US Equity,5.4,4.94,5.96,Lam Research,LRCX,-0.0160289084205291,Q4,0,1,2020,post2020
2020-03-31,LRCX US Equity,5.4,4.94,5.96,Lam Research,LRCX,-0.1771810909720204,Q4,0,-1,2020,post2020
2020-04-30,LRCX US Equity,5.4,4.94,5.96,Lam Research,LRCX,0.0636667884775652,Q4,0,1,2020,post2020
2020-05-31,LRCX US Equity,5.4,4.94,5.96,Lam Research,LRCX,0.0720383172750487,Q4,0,1,2020,post2020
2020-06-30,LRCX US Equity,4.79,4.99,5.64,Lam Research,LRCX,0.1866218088705955,Q4,0,1,2020,post2020
2020-07-31,LRCX US Equity,4.79,4.99,5.64,Lam Research,LRCX,0.16601716362732,Q4,0,1,2020,post2020
2020-08-31,LRCX US Equity,4.79,4.99,5.64,Lam Research,LRCX,-0.1082298340137131,Q4,0,1,2020,post2020
2020-09-30,LRCX US Equity,4.79,4.99,5.64,Lam Research,LRCX,-0.0098227058317139,Q4,0,1,2020,post2020
2020-10-31,LRCX US Equity,4.79,4.99,5.64,Lam Research,LRCX,0.0311378415602006,Q4,0,1,2020,post2020
2020-11-30,LRCX US Equity,4.79,4.99,5.64,Lam Research,LRCX,0.3232577014500597,Q4,0,-1,2020,post2020
2020-12-31,LRCX US Equity,4.79,4.99,5.64,Lam Research,LRCX,0.0459947514365022,Q4,0,1,2020,post2020
2021-01-31,LRCX US Equity,4.79,4.99,5.64,Lam Research,LRCX,0.0247317775412763,Q4,0,1,2021,post2020
2021-02-28,LRCX US Equity,4.79,4.99,5.64,Lam Research,LRCX,0.1720014291593798,Q4,0,1,2021,post2020
2021-03-31,LRCX US Equity,4.79,4.99,5.64,Lam Research,LRCX,0.0520019745930953,Q4,0,1,2021,post2020
2021-04-30,LRCX US Equity,4.79,4.99,5.64,Lam Research,LRCX,0.0423528412505913,Q4,0,1,2021,post2020
2021-05-31,LRCX US Equity,4.79,4.99,5.64,Lam Research,LRCX,0.0473849231115024,Q4,0,1,2021,post2020
2021-06-30,LRCX US Equity,4.94,5.04,5.68,Lam Research,LRCX,0.0033137688850441,Q4,0,1,2021,post2020
2021-07-31,LRCX US Equity,4.94,5.04,5.68,Lam Research,LRCX,-0.0204239077297597,Q4,0,1,2021,post2020
2021-08-31,LRCX US Equity,4.94,5.04,5.68,Lam Research,LRCX,-0.0511290429349428,Q4,0,1,2021,post2020
2021-09-30,LRCX US Equity,4.94,5.04,5.68,Lam Research,LRCX,-0.0566658083269212,Q4,0,1,2021,post2020
2021-10-31,LRCX US Equity,4.94,5.04,5.68,Lam Research,LRCX,-0.0098042834003526,Q4,0,1,2021,post2020
2021-11-30,LRCX US Equity,4.94,5.04,5.68,Lam Research,LRCX,0.2063276802786631,Q4,0,1,2021,post2020
2021-12-31,LRCX US Equity,4.94,5.04,5.68,Lam Research,LRCX,0.0601284927333678,Q4,0,1,2021,post2020
2022-01-31,LRCX US Equity,4.94,5.04,5.68,Lam Research,LRCX,-0.1796983790128585,Q4,0,1,2022,post2020
2022-02-28,LRCX US Equity,4.94,5.04,5.68,Lam Research,LRCX,-0.0484302855139286,Q4,0,1,2022,post2020
2022-03-31,LRCX US Equity,4.94,5.04,5.68,Lam Research,LRCX,-0.0392179760424122,Q4,0,1,2022,post2020
2022-04-30,LRCX US Equity,4.94,5.04,5.68,Lam Research,LRCX,-0.1336469912453616,Q4,0,1,2022,post2020
2022-05-31,LRCX US Equity,4.94,5.04,5.68,Lam Research,LRCX,0.1165190152562587,Q4,0,1,2022,post2020
2022-06-30,LRCX US Equity,5.22,3.18,5.25,Lam Research,LRCX,-0.1777694178607671,Q3,0,0,2022,post2020
2022-07-31,LRCX US Equity,5.22,3.18,5.25,Lam Research,LRCX,0.1744924599001602,Q3,0,0,2022,post2020
2022-08-31,LRCX US Equity,5.22,3.18,5.25,Lam Research,LRCX,-0.1250724079307901,Q3,0,0,2022,post2020
2022-09-30,LRCX US Equity,5.22,3.18,5.25,Lam Research,LRCX,-0.1609760634920749,Q3,0,0,2022,post2020
2022-10-31,LRCX US Equity,5.22,3.18,5.25,Lam Research,LRCX,0.1059563337557316,Q3,0,0,2022,post2020
2022-11-30,LRCX US Equity,5.22,3.18,5.25,Lam Research,LRCX,0.1670042841007273,Q3,0,0,2022,post2020
2022-12-31,LRCX US Equity,5.22,3.18,5.25,Lam Research,LRCX,-0.1069322485640877,Q3,0,0,2022,post2020
2023-01-31,LRCX US Equity,5.22,3.18,5.25,Lam Research,LRCX,0.1898645219590256,Q3,0,0,2023,post2020
2023-02-28,LRCX US Equity,5.22,3.18,5.25,Lam Research,LRCX,-0.0281744626867292,Q3,0,0,2023,post2020
2023-03-31,LRCX US Equity,5.22,3.18,5.25,Lam Research,LRCX,0.0947184207071452,Q3,0,0,2023,post2020
2023-04-30,LRCX US Equity,5.22,3.18,5.25,Lam Research,LRCX,-0.0113935320326612,Q3,0,0,2023,post2020
2023-05-31,LRCX US Equity,5.22,3.18,5.25,Lam Research,LRCX,0.1767284922412018,Q3,0,0,2023,post2020
2023-06-30,LRCX US Equity,5.16,2.99,5.08,Lam Research,LRCX,0.0452927833665548,Q3,0,0,2023,post2020
2023-07-31,LRCX US Equity,5.16,2.99,5.08,Lam Research,LRCX,0.1176461462186491,Q3,0,0,2023,post2020
2023-08-31,LRCX US Equity,5.16,2.99,5.08,Lam Research,LRCX,-0.0223943686046399,Q3,0,0,2023,post2020
2023-09-30,LRCX US Equity,5.16,2.99,5.08,Lam Research,LRCX,-0.1049765334656067,Q3,1,0,2023,post2020
2023-10-31,LRCX US Equity,5.16,2.99,5.08,Lam Research,LRCX,-0.0615058297446663,Q3,0,0,2023,post2020
2023-11-30,LRCX US Equity,5.16,2.99,5.08,Lam Research,LRCX,0.2170957424847706,Q3,0,0,2023,post2020
2023-12-31,LRCX US Equity,5.16,2.99,5.08,Lam Research,LRCX,0.0970434814815217,Q3,0,0,2023,post2020
2024-01-31,LRCX US Equity,5.16,2.99,5.08,Lam Research,LRCX,0.0535072273289343,Q3,0,0,2024,post2020
2024-02-29,LRCX US Equity,5.16,2.99,5.08,Lam Research,LRCX,0.1370383775433357,Q3,0,0,2024,post2020
2024-03-31,LRCX US Equity,5.16,2.99,5.08,Lam Research,LRCX,0.0377417486501234,Q3,0,0,2024,post2020
2024-04-30,LRCX US Equity,5.16,2.99,5.08,Lam Research,LRCX,-0.079417778480365,Q3,0,0,2024,post2020
2024-05-31,LRCX US Equity,5.16,2.99,5.08,Lam Research,LRCX,0.0425196794368356,Q3,0,0,2024,post2020
2024-06-30,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,0.1441390340015056,Q3,1,0,2024,post2020
2024-07-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,-0.1348641352384153,Q3,1,0,2024,post2020
2024-08-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,-0.1087990367033999,Q3,1,0,2024,post2020
2024-09-30,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,-0.0029813363138518,Q3,1,0,2024,post2020
2024-10-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,-0.0889374046856228,Q3,1,0,2024,post2020
2024-11-30,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,-0.0063215660872633,Q3,1,0,2024,post2020
2024-12-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,-0.0193311049654915,Q3,1,0,2024,post2020
2025-01-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,0.122109924557231,Q3,1,0,2025,post2020
2025-02-28,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,-0.0531771695206032,Q3,1,0,2025,post2020
2025-03-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,-0.0497861733277751,Q3,1,0,2025,post2020
2025-04-30,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,-0.0141677340526411,Q3,1,0,2025,post2020
2025-05-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,0.1272498266264314,Q3,1,0,2025,post2020
2025-06-30,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,0.2078501052458754,Q3,1,0,2025,post2020
2025-07-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,-0.0256831183542151,Q3,1,0,2025,post2020
2025-08-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,0.0559890340521327,Q3,1,0,2025,post2020
2025-09-30,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,0.3396345628389188,Q3,0,-1,2025,post2020
2025-10-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,0.175952279499916,Q3,1,0,2025,post2020
2025-11-30,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,-0.0092722642180833,Q3,1,0,2025,post2020
2025-12-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,0.0991141994189763,Q3,1,0,2025,post2020
2026-01-31,LRCX US Equity,5.21,2.68,4.96,Lam Research,LRCX,0.4497605373718227,Q3,0,-1,2026,post2020
2016-01-31,META US Equity,2.64,0.77,2.28,Meta Platforms,META,0.0721383565066775,Q1,1,8,2016,pre2020
2016-02-29,META US Equity,2.64,0.77,2.28,Meta Platforms,META,-0.0471438797472059,Q1,1,8,2016,pre2020
2016-03-31,META US Equity,2.64,0.77,2.28,Meta Platforms,META,0.0671531124303927,Q1,1,8,2016,pre2020
2016-04-30,META US Equity,2.64,0.77,2.28,Meta Platforms,META,0.0304996669712809,Q1,1,8,2016,pre2020
2016-05-31,META US Equity,2.64,0.77,2.28,Meta Platforms,META,0.0104609481892301,Q1,1,8,2016,pre2020
2016-06-30,META US Equity,2.64,0.77,2.28,Meta Platforms,META,-0.0381282073168208,Q1,1,8,2016,pre2020
2016-07-31,META US Equity,2.64,0.77,2.28,Meta Platforms,META,0.0845293388551704,Q1,1,8,2016,pre2020
2016-08-31,META US Equity,2.64,0.77,2.28,Meta Platforms,META,0.017589102658474,Q1,1,8,2016,pre2020
2016-09-30,META US Equity,2.64,0.77,2.28,Meta Platforms,META,0.0170472588269743,Q1,1,8,2016,pre2020
2016-10-31,META US Equity,2.64,0.77,2.28,Meta Platforms,META,0.0212052854163269,Q1,1,8,2016,pre2020
2016-11-30,META US Equity,2.64,0.77,2.28,Meta Platforms,META,-0.0959615770583756,Q1,1,8,2016,pre2020
2016-12-31,META US Equity,3.67,0.82,2.68,Meta Platforms,META,-0.0284579964480053,Q1,1,8,2016,pre2020
2017-01-31,META US Equity,3.67,0.82,2.68,Meta Platforms,META,0.1327249997612725,Q1,1,8,2017,pre2020
2017-02-28,META US Equity,3.67,0.82,2.68,Meta Platforms,META,0.0400551465104788,Q1,1,8,2017,pre2020
2017-03-31,META US Equity,3.67,0.82,2.68,Meta Platforms,META,0.0480301222144869,Q1,1,8,2017,pre2020
2017-04-30,META US Equity,3.67,0.82,2.68,Meta Platforms,META,0.0577261125186874,Q1,1,8,2017,pre2020
2017-05-31,META US Equity,3.67,0.82,2.68,Meta Platforms,META,0.0080535028048331,Q1,1,8,2017,pre2020
2017-06-30,META US Equity,3.67,0.82,2.68,Meta Platforms,META,-0.0031695520110164,Q1,1,8,2017,pre2020
2017-07-31,META US Equity,3.67,0.82,2.68,Meta Platforms,META,0.1210096370990148,Q1,1,8,2017,pre2020
2017-08-31,META US Equity,3.67,0.82,2.68,Meta Platforms,META,0.0160709576237911,Q1,1,8,2017,pre2020
2017-09-30,META US Equity,3.67,0.82,2.68,Meta Platforms,META,-0.0063965063763581,Q1,1,8,2017,pre2020
2017-10-31,META US Equity,3.67,0.82,2.68,Meta Platforms,META,0.0537834910921377,Q1,1,8,2017,pre2020
2017-11-30,META US Equity,3.67,0.82,2.68,Meta Platforms,META,-0.0159947208503711,Q1,1,8,2017,pre2020
2017-12-31,META US Equity,5.85,1.32,3.46,Meta Platforms,META,-0.0040635258382122,Q2,1,2,2017,pre2020
2018-01-31,META US Equity,5.85,1.32,3.46,Meta Platforms,META,0.0591068019869278,Q2,1,2,2018,pre2020
2018-02-28,META US Equity,5.85,1.32,3.46,Meta Platforms,META,-0.0458558948159426,Q2,1,2,2018,pre2020
2018-03-31,META US Equity,5.85,1.32,3.46,Meta Platforms,META,-0.1039143109638068,Q2,1,2,2018,pre2020
2018-04-30,META US Equity,5.85,1.32,3.46,Meta Platforms,META,0.0764128233349878,Q2,1,2,2018,pre2020
2018-05-31,META US Equity,5.85,1.32,3.46,Meta Platforms,META,0.1150001098803126,Q2,1,2,2018,pre2020
2018-06-30,META US Equity,5.85,1.32,3.46,Meta Platforms,META,0.0132442839128492,Q2,1,2,2018,pre2020
2018-07-31,META US Equity,5.85,1.32,3.46,Meta Platforms,META,-0.1118774470480836,Q2,1,2,2018,pre2020
2018-08-31,META US Equity,5.85,1.32,3.46,Meta Platforms,META,0.0182526417981037,Q2,1,2,2018,pre2020
2018-09-30,META US Equity,5.85,1.32,3.46,Meta Platforms,META,-0.0641325383174752,Q2,1,2,2018,pre2020
2018-10-31,META US Equity,5.85,1.32,3.46,Meta Platforms,META,-0.0770400862912648,Q2,1,2,2018,pre2020
2018-11-30,META US Equity,5.85,1.32,3.46,Meta Platforms,META,-0.0736544058465974,Q2,1,2,2018,pre2020
2018-12-31,META US Equity,5.76,1.41,3.5,Meta Platforms,META,-0.0677049178715591,Q2,1,2,2018,pre2020
2019-01-31,META US Equity,5.76,1.41,3.5,Meta Platforms,META,0.2715691074473374,Q2,1,-1,2019,pre2020
2019-02-28,META US Equity,5.76,1.41,3.5,Meta Platforms,META,-0.0314354648641792,Q2,1,2,2019,pre2020
2019-03-31,META US Equity,5.76,1.41,3.5,Meta Platforms,META,0.0324557256887081,Q2,1,2,2019,pre2020
2019-04-30,META US Equity,5.76,1.41,3.5,Meta Platforms,META,0.1602375867592098,Q2,1,2,2019,pre2020
2019-05-31,META US Equity,5.76,1.41,3.5,Meta Platforms,META,-0.0823681906514316,Q2,1,2,2019,pre2020
2019-06-30,META US Equity,5.76,1.41,3.5,Meta Platforms,META,0.0875078452428499,Q2,1,2,2019,pre2020
2019-07-31,META US Equity,5.76,1.41,3.5,Meta Platforms,META,0.0063729687848805,Q2,1,2,2019,pre2020
2019-08-31,META US Equity,5.76,1.41,3.5,Meta Platforms,META,-0.0440714112295648,Q2,1,2,2019,pre2020
2019-09-30,META US Equity,5.76,1.41,3.5,Meta Platforms,META,-0.0408790018190678,Q2,1,2,2019,pre2020
2019-10-31,META US Equity,5.76,1.41,3.5,Meta Platforms,META,0.0762016733316404,Q2,1,2,2019,pre2020
2019-11-30,META US Equity,5.76,1.41,3.5,Meta Platforms,META,0.0521262707704184,Q2,1,2,2019,pre2020
2019-12-31,META US Equity,5.83,1.16,3.31,Meta Platforms,META,0.0179032097057001,Q2,1,2,2019,pre2020
2020-01-31,META US Equity,5.83,1.16,3.31,Meta Platforms,META,-0.0162727765045455,Q2,1,2,2020,post2020
2020-02-29,META US Equity,5.83,1.16,3.31,Meta Platforms,META,-0.0467534811811621,Q2,1,2,2020,post2020
2020-03-31,META US Equity,5.83,1.16,3.31,Meta Platforms,META,-0.1333714933042423,Q2,1,2,2020,post2020
2020-04-30,META US Equity,5.83,1.16,3.31,Meta Platforms,META,0.2272782418250529,Q2,1,-1,2020,post2020
2020-05-31,META US Equity,5.83,1.16,3.31,Meta Platforms,META,0.0995554917051664,Q2,1,2,2020,post2020
2020-06-30,META US Equity,5.83,1.16,3.31,Meta Platforms,META,0.0087964027996125,Q2,1,2,2020,post2020
2020-07-31,META US Equity,5.83,1.16,3.31,Meta Platforms,META,0.1171445720437704,Q2,1,2,2020,post2020
2020-08-31,META US Equity,5.83,1.16,3.31,Meta Platforms,META,0.1558323009794056,Q2,1,2,2020,post2020
2020-09-30,META US Equity,5.83,1.16,3.31,Meta Platforms,META,-0.1067531040733865,Q2,1,2,2020,post2020
2020-10-31,META US Equity,5.83,1.16,3.31,Meta Platforms,META,0.0046200562822216,Q2,1,2,2020,post2020
2020-11-30,META US Equity,5.83,1.16,3.31,Meta Platforms,META,0.0526778248591035,Q2,1,2,2020,post2020
2020-12-31,META US Equity,7.35,1.18,3.76,Meta Platforms,META,-0.0137559960576056,Q2,1,11,2020,post2020
2021-01-31,META US Equity,7.35,1.18,3.76,Meta Platforms,META,-0.0542906890759479,Q2,1,11,2021,post2020
2021-02-28,META US Equity,7.35,1.18,3.76,Meta Platforms,META,-0.0027484949567803,Q2,1,11,2021,post2020
2021-03-31,META US Equity,7.35,1.18,3.76,Meta Platforms,META,0.1432731141968708,Q2,1,-1,2021,post2020
2021-04-30,META US Equity,7.35,1.18,3.76,Meta Platforms,META,0.1037245636312225,Q2,1,11,2021,post2020
2021-05-31,META US Equity,7.35,1.18,3.76,Meta Platforms,META,0.0112281449393514,Q2,1,11,2021,post2020
2021-06-30,META US Equity,7.35,1.18,3.76,Meta Platforms,META,0.0577373144859874,Q2,1,11,2021,post2020
2021-07-31,META US Equity,7.35,1.18,3.76,Meta Platforms,META,0.0247044448716164,Q2,1,11,2021,post2020
2021-08-31,META US Equity,7.35,1.18,3.76,Meta Platforms,META,0.0647769424306825,Q2,1,11,2021,post2020
2021-09-30,META US Equity,7.35,1.18,3.76,Meta Platforms,META,-0.1054087919691471,Q2,1,11,2021,post2020
2021-10-31,META US Equity,7.35,1.18,3.76,Meta Platforms,META,-0.046613238498017,Q2,1,11,2021,post2020
2021-11-30,META US Equity,7.35,1.18,3.76,Meta Platforms,META,0.0027506386767985,Q2,1,11,2021,post2020
2021-12-31,META US Equity,7.61,1.84,4.26,Meta Platforms,META,0.0366455193441503,Q3,1,3,2021,post2020
2022-01-31,META US Equity,7.61,1.84,4.26,Meta Platforms,META,-0.068648674626055,Q3,1,3,2022,post2020
2022-02-28,META US Equity,7.61,1.84,4.26,Meta Platforms,META,-0.3263424127338282,Q3,1,-1,2022,post2020
2022-03-31,META US Equity,7.61,1.84,4.26,Meta Platforms,META,0.0536891905155363,Q3,1,3,2022,post2020
2022-04-30,META US Equity,7.61,1.84,4.26,Meta Platforms,META,-0.0984440587975066,Q3,1,3,2022,post2020
2022-05-31,META US Equity,7.61,1.84,4.26,Meta Platforms,META,-0.0340697937780455,Q3,1,3,2022,post2020
2022-06-30,META US Equity,7.61,1.84,4.26,Meta Platforms,META,-0.1672692918414255,Q3,1,3,2022,post2020
2022-07-31,META US Equity,7.61,1.84,4.26,Meta Platforms,META,-0.0133332405852164,Q3,1,3,2022,post2020
2022-08-31,META US Equity,7.61,1.84,4.26,Meta Platforms,META,0.0240727439963246,Q3,1,3,2022,post2020
2022-09-30,META US Equity,7.61,1.84,4.26,Meta Platforms,META,-0.1672496859353647,Q3,1,3,2022,post2020
2022-10-31,META US Equity,7.61,1.84,4.26,Meta Platforms,META,-0.3133842764445187,Q3,1,-1,2022,post2020
2022-11-30,META US Equity,7.61,1.84,4.26,Meta Platforms,META,0.2677111250353168,Q3,1,-1,2022,post2020
2022-12-31,META US Equity,7.43,1.86,4.18,Meta Platforms,META,0.0189670693020176,Q2,1,3,2022,post2020
2023-01-31,META US Equity,7.43,1.86,4.18,Meta Platforms,META,0.2379092464734584,Q2,1,3,2023,post2020
2023-02-28,META US Equity,7.43,1.86,4.18,Meta Platforms,META,0.1743304452297607,Q2,1,3,2023,post2020
2023-03-31,META US Equity,7.43,1.86,4.18,Meta Platforms,META,0.2115010551289737,Q2,1,3,2023,post2020
2023-04-30,META US Equity,7.43,1.86,4.18,Meta Platforms,META,0.133905841141263,Q2,1,3,2023,post2020
2023-05-31,META US Equity,7.43,1.86,4.18,Meta Platforms,META,0.1015313651048546,Q2,1,3,2023,post2020
2023-06-30,META US Equity,7.43,1.86,4.18,Meta Platforms,META,0.0840887453734675,Q2,1,3,2023,post2020
2023-07-31,META US Equity,7.43,1.86,4.18,Meta Platforms,META,0.1101819258881056,Q2,1,3,2023,post2020
2023-08-31,META US Equity,7.43,1.86,4.18,Meta Platforms,META,-0.0712805878775573,Q2,1,3,2023,post2020
2023-09-30,META US Equity,7.43,1.86,4.18,Meta Platforms,META,0.0145999373108862,Q2,1,3,2023,post2020
2023-10-31,META US Equity,7.43,1.86,4.18,Meta Platforms,META,0.0035307457507856,Q2,1,3,2023,post2020
2023-11-30,META US Equity,7.43,1.86,4.18,Meta Platforms,META,0.0859031126839682,Q2,1,3,2023,post2020
2023-12-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.0819501832056492,Q3,1,3,2023,post2020
2024-01-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.102215008843036,Q3,1,3,2024,post2020
2024-02-29,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.2576256204399916,Q3,1,3,2024,post2020
2024-03-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,-0.0092833606819151,Q3,1,3,2024,post2020
2024-04-30,META US Equity,7.31,2.03,4.23,Meta Platforms,META,-0.114110910227253,Q3,1,3,2024,post2020
2024-05-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.0852220835085888,Q3,1,3,2024,post2020
2024-06-30,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.0811658299625917,Q3,1,3,2024,post2020
2024-07-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,-0.0582880335202904,Q3,1,3,2024,post2020
2024-08-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.0978875026488645,Q3,1,3,2024,post2020
2024-09-30,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.0991275422760142,Q3,1,3,2024,post2020
2024-10-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,-0.008489976278763,Q3,1,3,2024,post2020
2024-11-30,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.0118749438598189,Q3,1,3,2024,post2020
2024-12-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.0203063850490583,Q3,1,3,2024,post2020
2025-01-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.1770591838702344,Q3,1,3,2025,post2020
2025-02-28,META US Equity,7.31,2.03,4.23,Meta Platforms,META,-0.0304419026564514,Q3,1,3,2025,post2020
2025-03-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,-0.1366764968053881,Q3,1,3,2025,post2020
2025-04-30,META US Equity,7.31,2.03,4.23,Meta Platforms,META,-0.0474703596159279,Q3,1,3,2025,post2020
2025-05-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.1793989182038613,Q3,1,3,2025,post2020
2025-06-30,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.140801988712214,Q3,1,3,2025,post2020
2025-07-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.0478938806919697,Q3,1,3,2025,post2020
2025-08-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,-0.0449162399884803,Q3,1,3,2025,post2020
2025-09-30,META US Equity,7.31,2.03,4.23,Meta Platforms,META,-0.0051770643900073,Q3,1,3,2025,post2020
2025-10-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,-0.1171464440554813,Q3,1,3,2025,post2020
2025-11-30,META US Equity,7.31,2.03,4.23,Meta Platforms,META,-0.0006169262788171,Q3,1,3,2025,post2020
2025-12-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.0195668819448229,Q3,1,3,2025,post2020
2026-01-31,META US Equity,7.31,2.03,4.23,Meta Platforms,META,0.118498943357391,Q3,1,3,2026,post2020
2016-01-31,MPWR US Equity,0.0,1.62,1.93,Monolithic Power Systems,MPWR,-0.017893664662979,Q1,1,5,2016,pre2020
2016-02-29,MPWR US Equity,0.0,1.62,1.93,Monolithic Power Systems,MPWR,-0.056097089531634,Q1,1,5,2016,pre2020
2016-03-31,MPWR US Equity,0.0,1.62,1.93,Monolithic Power Systems,MPWR,0.0810973485369332,Q1,1,5,2016,pre2020
2016-04-30,MPWR US Equity,0.0,1.62,1.93,Monolithic Power Systems,MPWR,-0.0191701282803072,Q1,1,5,2016,pre2020
2016-05-31,MPWR US Equity,0.0,1.62,1.93,Monolithic Power Systems,MPWR,0.0946811010845702,Q1,1,5,2016,pre2020
2016-06-30,MPWR US Equity,0.0,1.62,1.93,Monolithic Power Systems,MPWR,0.0030230721139903,Q1,1,5,2016,pre2020
2016-07-31,MPWR US Equity,0.0,1.62,1.93,Monolithic Power Systems,MPWR,0.064402767600487,Q1,1,5,2016,pre2020
2016-08-31,MPWR US Equity,0.0,1.62,1.93,Monolithic Power Systems,MPWR,0.0550053940871637,Q1,1,5,2016,pre2020
2016-09-30,MPWR US Equity,0.0,1.62,1.93,Monolithic Power Systems,MPWR,0.0519530140183248,Q1,1,5,2016,pre2020
2016-10-31,MPWR US Equity,0.0,1.62,1.93,Monolithic Power Systems,MPWR,-0.0209938816615555,Q1,1,5,2016,pre2020
2016-11-30,MPWR US Equity,0.0,1.62,1.93,Monolithic Power Systems,MPWR,0.0409848150709877,Q1,1,5,2016,pre2020
2016-12-31,MPWR US Equity,0.0,1.62,1.88,Monolithic Power Systems,MPWR,0.0010140059000718,Q1,1,5,2016,pre2020
2017-01-31,MPWR US Equity,0.0,1.62,1.88,Monolithic Power Systems,MPWR,0.0648109986503302,Q1,1,5,2017,pre2020
2017-02-28,MPWR US Equity,0.0,1.62,1.88,Monolithic Power Systems,MPWR,0.0083679496236634,Q1,1,5,2017,pre2020
2017-03-31,MPWR US Equity,0.0,1.62,1.88,Monolithic Power Systems,MPWR,0.0492120570267655,Q1,1,5,2017,pre2020
2017-04-30,MPWR US Equity,0.0,1.62,1.88,Monolithic Power Systems,MPWR,-0.0065147460594823,Q1,1,5,2017,pre2020
2017-05-31,MPWR US Equity,0.0,1.62,1.88,Monolithic Power Systems,MPWR,0.0732240553598346,Q1,1,5,2017,pre2020
2017-06-30,MPWR US Equity,0.0,1.62,1.88,Monolithic Power Systems,MPWR,-0.0162982556847934,Q1,1,5,2017,pre2020
2017-07-31,MPWR US Equity,0.0,1.62,1.88,Monolithic Power Systems,MPWR,0.0614107737431839,Q1,1,5,2017,pre2020
2017-08-31,MPWR US Equity,0.0,1.62,1.88,Monolithic Power Systems,MPWR,-0.0097731825851345,Q1,1,5,2017,pre2020
2017-09-30,MPWR US Equity,0.0,1.62,1.88,Monolithic Power Systems,MPWR,0.0536027495565842,Q1,1,5,2017,pre2020
2017-10-31,MPWR US Equity,0.0,1.62,1.88,Monolithic Power Systems,MPWR,0.1419053046161895,Q1,1,5,2017,pre2020
2017-11-30,MPWR US Equity,0.0,1.62,1.88,Monolithic Power Systems,MPWR,-0.0272868627763293,Q1,1,5,2017,pre2020
2017-12-31,MPWR US Equity,1.42,1.62,2.62,Monolithic Power Systems,MPWR,-0.04892766163054,Q1,1,0,2017,pre2020
2018-01-31,MPWR US Equity,1.42,1.62,2.62,Monolithic Power Systems,MPWR,0.0601638771564343,Q1,1,0,2018,pre2020
